P80 (micras),TONS/DIA  HUMEDAS,% HUMEDAD,TONS/DIA  SECAS,HORAS,TONS/Hr  SECAS,Gcab-Au,Gcab-Ag,Gcab-Pb,Gcab-Zn,Gcab-Cu,Gcab-Fe,Gcab-As,Gcab-Pb ox,Gcab-Zn ox,Gcab-PbS,Gcab-PbO,Gcab-ZnS,Gcab-ZnO,GC-Au,GC-Ag,GC-Pb,GC-Zn,GC-Cu,GC-Fe,GC-As,R-Au,R-Ag,R-Pb,R-Zn,R-Cu,R-Fe,R-As,GC-Pb ox,GC-Zn ox,GC-PbS,GC-PbO,GC-ZnS,GC-ZnO,COMPOSITO DÍA,,Gcu-Au,Gcu-Ag,Gcu-Pb,Gcu-Zn,Gcu-Cu,Gcu-Fe,Gcu-As,Rcu-Au,Rcu-Ag,Rcu-Pb,Rcu-Zn,Rcu-Cu,Rcu-Fe,Rcu-As,GCzn-Au,GCzn-Ag,GCzn-Pb,GCzn-Zn,GCzn-Cu,GCzn-Fe,GCzn-As,Rzn-Au,Rzn-Ag,Rzn-Pb,Rzn-Zn,Rzn-Cu,Rzn-Fe,Rzn-As,GPb-Au,GPb-Ag,GPb-Pb,GPb-Zn,GPb-Cu,GPb-Fe,GPb-As,RPb-Au,RPb-Ag,RPb-Pb,RPb-Zn,RPb-Cu,RPb-Fe,RPb-As,GPb-Pb ox,GPb-Zn ox,GPb-PbS,GPb-PbO,GPb-ZnS,GPb-ZnO
172,1616,2,1582,8,197.7,0.18,31,0.93,2.15,0.22,2.9,0.03,0.13,0.07,86.02,13.98,96.7,3.26,0.08,6,0.14,0.2,0.04,2.7,0.03,46.52,16.84,14.27,8.82,15.94,87.9,90.51,0.08,0.05,42.86,57.14,75,25,0.23,3.57,5.9,797,2.14,1.94,32.7,27.8,0.04,8.17,5.33,0.52,0.2,33.55,2.16,0.29,0.24,81,1.14,52.5,1.01,5.5,0.04,5.17,8.41,4.3,85.67,16.11,6.63,4.47,4.4,1577,50.6,7.68,5.09,6.5,0.1,40.15,69.43,80.91,5.31,34.41,3.32,4.73,0.85,0.03,98.32,1.68,99.6,0.39
161,1587,2,1549,7.03,220.17,0.14,35,0.99,1.93,0.27,2.9,0.04,0.11,0.07,88.89,11.11,96.4,3.63,0.06,6,0.17,0.24,0.03,2.7,0.03,41.29,16.18,16.32,11.82,10.91,87.68,89.08,0.07,0.06,58.82,41.18,75,25,0.39,5.97,4,687,2.26,1.62,31.8,28,0.06,11.17,7.52,0.88,0.32,45.43,3.69,0.72,0.22,124,2.7,51.2,1.01,4.7,0.04,5.02,11.08,8.59,83.52,11.78,5.06,3.93,4.1,1605,51.3,5.85,6.01,7.3,0.14,42.52,65.22,74.21,4.34,31.88,3.57,6.26,0.98,0.03,98.09,1.91,99.5,0.51
161,1198,2,1171,6.47,181.11,0.23,32,1.01,2.22,0.22,3,0.05,0.14,0.08,86.14,13.86,96.4,3.6,0.1,7,0.21,0.14,0.02,2.8,0.05,44.43,18.86,19.49,5.91,9.37,83.7,86.55,0.1,0.07,52.38,47.62,50,50,0.37,4.35,6.3,871,5.78,2.96,30,26.8,0.1,11.09,9.3,2.13,0.5,50.64,3.17,0.69,0.69,130,2.76,42.8,1.05,7.4,0.1,15.18,17.35,12.68,89.48,22.15,10.95,8.57,4.9,1502,52.6,7.24,3.11,5.4,0.18,29.3,54.49,65.7,4.11,17.83,2.17,4.19,0.8,0.02,98.48,1.52,99.7,0.28
167,1704,2,1662,5.8,286.62,0.16,34.9,0.9,1.73,0.24,3,0.05,0.13,0.07,85.56,14.44,96,4.05,0.06,7,0.11,0.17,0.03,2.8,0.05,32.42,18.46,11.68,9.39,12.34,88.99,92.65,0.08,0.07,27.27,72.73,58.8,41.18,0.59,9.3,4.2,768,1.64,3.03,32.4,27.4, ,15.5,9.15,0.89,1.15,53.47,4.93, ,0.18,66,1.06,55.3,0.75,5.4,0.04,2.61,4.66,3.02,81.86,8,4.6,1.99,6.5,1592,46.3,8.5,7,8.2,0.16,60.31,72.09,84.44,8.06,47.87,4.48,5.09,0.89,0.05,98.08,1.92,99.4,0.59
165,1602,2,1566,8,195.73,0.16,52.1,1.1,1.56,0.36,3.2,0.03,0.1,0.04,90.91,9.09,97.4,2.56,0.06,7,0.15,0.24,0.04,3,0.04,35.51,13.37,12.99,14.66,9.79,86.62,86.71,0.13,0.08,13.33,86.67,66.7,33.33,0.59,9.3,4.2,768,1.64,3.03,32.4,27.4, ,15.5,9.15,0.89,1.15,53.47,4.93, ,0.26,153,2.74,50.5,1.43,6,0.06,3.92,7.44,6.05,78.57,9.64,4.41,3.31,4.3,2071,52.2,5.19,5.78,7.9,0.26,45.07,70.04,80.07,5.61,27.09,4.04,9.98,0.95,0.05,98.18,1.82,99,0.96
165,2545,3,2482,7.47,332.44,0.19,47.2,1.22,1.8,0.47,3.6,0.03,0.18,0.08,85.25,14.75,95.6,4.44,0.08,4,0.21,0.22,0.05,3.2,0.03,37.89,7.89,16.22,11.52,10.42,83.6,82.51,0.12,0.13,42.86,57.14,40.9,59.09,0.82,20.32,1.61,497,2.44,2.04,33.3,27.7,0.02,6.62,8.52,1.64,0.93,57.99,6.29,0.48,0.32,94,1.38,51.4,1.11,6.3,0.06,4.16,5.09,2.93,73.86,6.13,4.52,4.53,4.3,1579,40.7,10.38,5.04,8.5,0.18,51.33,78.5,79.22,13.69,25.46,5.6,12.48,0.7,0.05,98.28,1.72,99.5,0.48
170,1700,3,1655,7.47,221.71,0.14,32.5,0.95,2.03,0.24,3,0.04,0.09,0.04,90.53,9.47,98,1.97,0.06,4,0.1,0.12,0.03,2.7,0.04,43.47,11.51,9.99,5.61,9.89,87.27,92.25,0.04,0.04,60,40,66.7,33.33,0.3,4.92,1.75,655,2.4,2.54,32.9,27.4,0.04,3.97,5.9,0.75,0.37,40.73,2.77,0.29,0.21,114,1.68,54.2,1.34,5.8,0.02,5.19,11.19,5.73,86.5,18.09,6.4,1.57,4.1,1556,52.4,10.08,4.96,6.9,0.16,47.37,71.4,83.53,7.52,31.3,3.56,5.89,0.89,0.04,98.3,1.7,99.6,0.4
169,1596,2,1562,7.67,203.72,0.13,44,1.05,1.9,0.33,2.9,0.03,0.1,0.04,90.48,9.52,97.9,2.11,0.06,5,0.13,0.16,0.03,2.6,0.03,41.99,11.28,11.74,7.99,9.49,85.56,91.09,0.05,0.04,61.54,38.46,75,25,0.58,9.09,2.4,586,3.56,1.52,32.5,27.8,0.04,10.3,8.11,1.97,0.47,57.29,5.61,0.74,0.14,94,1.7,55.3,1.06,5,0.02,3.03,6.55,4.75,85.31,9.41,5.08,1.88,3.7,1902,52.3,7.24,4.8,6.6,0.12,44.69,74.06,81.54,6.24,23.81,3.75,6.29,0.54,0.03,98.97,1.03,99.6,0.41
171,1626,2,1589,7,227.04,0.11,42,1.15,1.97,0.33,2.9,0.03,0.09,0.07,92.17,7.83,96.4,3.55,0.04,4,0.11,0.12,0.03,2.5,0.03,34.73,9.16,9.03,5.75,7.15,83.58,88.15,0.06,0.05,45.45,54.55,58.3,41.67,0.65,10.41,2.1,695,3.94,1.28,31.8,28,0.02,12.65,11.05,2.24,0.43,63.1,6.49,0.41,0.15,75,0.88,53.8,0.88,5.2,0.04,4.53,5.98,2.51,89.65,8.75,6.05,4.09,3.1,1803,58.8,4.88,4.11,6.5,0.14,48.09,73.81,86.22,4.18,21,3.88,7.35,0.74,0.07,98.74,1.26,98.6,1.43
165,1582,2,1545,6.83,226.17,0.12,44,1.28,1.75,0.38,3,0.05,0.08,0.04,93.75,6.25,97.7,2.29,0.06,4,0.14,0.17,0.03,2.5,0.04,39.25,8.39,10.36,9.2,8.22,83.22,90.81,0.06,0.05,57.14,42.86,70.6,29.41,0.64,9.89,1.7,577,2.54,1.86,32.7,29.8,0.04,7.51,8.18,1.27,0.68,55.05,6.7,0.61,0.18,89,1.44,55.2,0.98,4.9,0.02,3.08,4.89,2.79,78.21,6.39,4.27,1.19,3.3,1612,49.8,9.48,5.24,7.5,0.14,50.15,78.55,85.59,11.92,30.33,5.8,7.38,0.62,0.04,98.76,1.24,99.6,0.42
169,769,2,752,5,150.4,0.22,60,1.32,2.19,0.56,3.6,0.06,0.08,0.05,93.94,6.06,97.7,2.28,0.1,5,0.14,0.2,0.05,3,0.07,44,8.12,9.86,8.49,7.96,79.82,84.17,0.06,0.06,57.14,42.86,70,30,1.16,8.69,0.62,574,1.64,3.82,31.6,27.1,0.04,3.39,11.59,1.44,2.02,65.24,8.97,0.6,0.22,123,2.02,51.7,1.1,5.5,0.06,3.32,6.84,4.87,75.19,6.26,5.02,2.47,3.8,1535,40.4,11.44,4.2,7.9,0.36,49.29,73.45,83.83,14.31,20.54,6.2,12.76,0.95,0.06,97.65,2.35,99.5,0.52
167,1645,2,1604,5.33,300.74,0.16,34,0.78,1.59,0.25,3,0.05,0.18,0.11,76.92,23.08,93.1,6.92,0.09,10,0.15,0.27,0.07,2.9,0.06,50.98,28.56,18.47,16.31,26.13,89.95,92.63,0.14,0.11,6.67,93.33,59.3,40.74,0.24,3.87,0.88,492,1.12,2.85,32.1,26.8,0.02,1.25,3.53,0.35,0.43,31,2.09,0.08,0.32,111,1.32,52.9,1.23,5.6,0.06,4.25,7.44,3.82,75.02,11.09,4.08,2.17,5.1,1405,41.7,9.05,5.49,8.3,0.22,43.52,60.46,77.37,8.24,31.78,3.88,5.12,0.76,0.05,98.18,1.82,99.4,0.55
172,1707,2,1666,8,208.27,0.18,36,1.05,1.89,0.25,3.1,0.04,0.19,0.11,81.9,18.1,94.2,5.82,0.07,4,0.21,0.3,0.05,2.9,0.03,38.68,11.47,19.04,15.11,19.42,88.4,88.57,0.13,0.11,38.1,61.9,63.3,36.67,0.32,5.26,1.95,675,4.18,2.96,31.3,26.3,0.04,3.58,6.42,1.26,0.49,39.55,2.66,0.39,0.3,138,3.14,48.4,1.51,6.4,0.06,5.34,12.73,9.16,78.46,18.51,6.28,5.7,6.3,1608,51.7,7.83,3.93,5.8,0.12,52.4,69.38,70.54,5.94,22.52,2.66,5.33,0.98,0.06,98.1,1.9,99.2,0.77
165,1611,3,1559,6.33,246.18,0.25,51,1.18,2.1,0.43,3.6,0.03,0.28,0.16,76.27,23.73,92.4,7.64,0.13,17,0.2,0.27,0.08,3.3,0.03,52.46,27.86,15.96,12.29,16.7,85.86,90.61,0.23,0.19,-15,115,30.5,69.48,0.64,9.92,2.4,633,1.56,1.94,32.9,28.2,0.02,6.54,7.01,0.84,0.59,48.68,4.96,0.41,0.38,148,2.06,50.1,1.51,5.8,0.04,5.55,8.77,5.95,81.44,11.96,5.46,4.37,4.6,1801,50.7,6.62,5.42,7.5,0.08,35.45,56.36,77.25,5.68,22.66,3.73,4.61,1.29,0.06,97.46,2.54,99.1,0.91
172,1766,2,1731,6.33,273.35,0.22,40,1.44,2.19,0.42,3.3,0.03,0.2,0.15,86.11,13.89,93.2,6.85,0.11,6,0.18,0.24,0.06,3.1,0.04,45.49,11.44,11.73,10.28,12.51,85.1,92.03,0.14,0.13,22.22,77.78,45.8,54.17,0.84,14.6,3.53,654,2.12,1.96,32.6,27.4,0.02,13.12,11.21,1.24,0.75,65.47,6.76,0.41,0.16,99,1.84,55.1,0.96,5.1,0.02,2.34,6.68,4.24,83.52,7.59,4.95,1.63,4.4,1727,59.2,5.92,3.01,5.4,0.12,39.05,70.67,82.79,5.44,14.43,3.18,5.93,0.85,0.04,98.56,1.44,99.3,0.68
172,1657,2,1619,8,202.39,0.18,38,1.17,2.06,0.3,3.4,0.02,0.16,0.1,86.32,13.68,95.1,4.85,0.08,7,0.12,0.21,0.05,3.1,0.03,36.2,16.9,9.7,9.6,15.8,87.9,91,0.11,0.1,8.33,91.67,52.4,47.62,0.41,6.64,1.44,668,0.96,1.87,33.4,28.1,0.02,2.83,6.98,0.34,0.37,45.65,3.46,0.26,0.22,106,2.3,53.1,1.14,5.6,0.04,3.47,8.88,6.46,84.73,12.49,5.52,4.22,6.8,1497,55.4,6.14,4.44,5.8,0.08,57.46,67.28,83.51,5.26,26.1,3.07,4.53,0.64,0.03,98.84,1.16,99.5,0.49
168,1620,3,1579,8,197.34,0.19,37,0.84,1.6,0.28,2.8,0.03,0.12,0.09,85.71,14.29,94.4,5.63,0.1,7,0.1,0.2,0.1,2.6,0,45,17.6,11.4,12.6,19.1,87,90.9,0.1,0.11,0,100,47.6,52.38,0.45,7.16,2.64,568,1.66,3.06,31.5,28.1,0.02,6.25,6.76,0.9,0.87,50.99,4.45,0.29,0.4,159,2.76,48.7,1.59,6.7,0.06,5.6,11.19,8.8,81.55,15.22,6.28,5.09,7,2081,56.2,6.81,3.48,5.6,0.1,43.14,64.46,78.91,5.02,14.66,2.31,3.73,0.59,0.03,98.95,1.05,99.6,0.44
172,1544,2,1506,8,188.24,0.13,43,0.97,1.65,0.3,2.9,0.03,0.11,0.07,88.66,11.34,95.8,4.24,0.04,7,0.17,0.19,0.06,2.7,0.03,26.79,15.66,16.73,10.99,18.46,87.54,92.45,0.1,0.08,41.18,58.82,57.9,42.11,0.55,8.35,3.37,794,5.2,4.12,28.9,24.9,0.02,13.11,10.31,2.97,1.38,53.4,4.69,0.36,0.27,142,2.74,52.2,1.15,5.5,0.02,4.82,8.47,7.19,80.53,9.76,4.75,1.64,5.5,1953,49.5,8.17,3.85,6.2,0.12,55.28,65.56,73.11,7.09,18.38,3.02,5.55,1.1,0.04,97.78,2.22,99.5,0.49
169,1562,3,1522,8,190.31,0.26,46,1.19,1.99,0.29,3.1,0.08,0.16,0.08,86.55,13.45,96,4.02,0.13,7,0.17,0.27,0.05,2.9,0.08,43.33,14.52,13.54,12.86,17.64,87.42,94.92,0.13,0.09,23.53,76.47,66.7,33.33,0.44,6.69,1.8,683,4.06,2.46,31.2,26.1,0.04,2.78,6.57,1.5,0.54,47.27,3.65,0.22,0.29,120,2.42,54.1,1.09,5.6,0.04,2.9,7.48,5.79,77.39,10.7,5.07,1.43,7.4,1666,48.1,9.36,3.61,6.2,0.14,50.99,71.43,79.18,9.21,24.38,3.86,3.43,0.92,0.04,98.09,1.91,99.6,0.43
169,1510,2,1474,8,184.21,0.19,40,0.95,1.89,0.26,3,0.08,0.14,0.06,85.26,14.74,96.8,3.17,0.06,8,0.16,0.21,0.04,2.8,0.07,30.69,19.57,16.01,10.56,16.09,87.39,93.06,0.1,0.07,37.5,62.5,66.7,33.33,0.41,6.09,6.9,663,4.42,2.08,31.2,26.8,0.04,15.35,7.05,1.92,0.46,49.62,3.64,0.23,0.28,113,2.48,51.65,1.04,5.8,0.08,4.54,8.77,7.87,82.4,12.06,5.74,3.37,6.15,1682,47.2,8.33,3.87,6.6,0.16,49.41,64.61,74.19,6.58,22.23,3.24,3.34,0.8,0.06,98.31,1.69,99.3,0.72
172,1570,3,1528,8,190.98,0.19,36,1.01,1.97,0.26,3,0.07,0.13,0.05,87.13,12.87,97.5,2.54,0.08,4,0.1,0.11,0.04,2.8,0.06,36.77,10.75,9.37,5.29,13.47,87.16,92.65,0.1,0.07,0,100,36.4,63.64,0.35,5.38,2.85,721,5.26,2.32,31,27.8,0.06,4.87,7.21,1.83,0.41,41.99,3.22,0.34,0.27,110,2.36,52.1,1.3,5.7,0.06,4.42,10.52,7.87,89.1,16.84,6.31,3.3,6.85,1554,50.4,6.32,4.44,6.2,0.14,53.94,71.53,80.92,5.2,27.69,3.31,3.7,1.06,0.04,97.9,2.1,99.4,0.63
170,1513,2,1477,8,184.64,0.24,42,1.06,1.9,0.3,3.3,0.05,0.11,0.05,89.62,10.38,97.4,2.63,0.09,4,0.14,0.19,0.04,3.1,0.05,39.9,10.53,12.53,9.49,11.7,88.62,93.16,0.07,0.06,50,50,68.4,31.58,0.41,6.02,1.5,606,4,1.34,31.3,27.2,0.02,2.86,6.86,1.54,0.29,42.55,3.34,0.16,0.2,93,1.3,55.4,0.99,4.8,0.04,2.66,7.36,3.5,83.1,9.4,4.12,2.24,6.2,1440,46.4,7.19,5.79,6.9,0.12,54.57,75.26,82.44,7.13,36.35,3.92,4.44,0.81,0.06,98.25,1.75,99.2,0.83
168,1424,2,1391,8,173.82,0.16,35,0.96,1.85,0.19,2.8,0.07,0.08,0.04,91.67,8.33,97.8,2.16,0.06,5,0.17,0.19,0.04,2.6,0.07,32.53,14.25,16.86,9.78,19.04,88.57,94.39,0.06,0.04,64.71,35.29,78.9,21.05,0.2,2.85,3.1,741,4.5,1.54,31.5,28,0.02,3.62,4.55,0.96,0.17,33.99,2.05,0.06,0.24,97,1.52,50.5,1.01,5.7,0.06,4.23,8.99,4.9,84.55,16.46,6.32,2.63,7.1,1636,50.3,6.9,3.93,5.8,0.14,59.62,72.21,77.27,5.5,30.5,3.06,2.92,0.67,0.04,98.67,1.33,99.4,0.58
169,1522,3,1475,7.33,201.18,0.27,47,1.28,2.07,0.33,3.2,0.04,0.15,0.07,88.28,11.72,96.6,3.38,0.1,7,0.13,0.26,0.05,3,0.04,39.15,14.94,9.6,11.87,12.89,87.68,95.08,0.13,0.06,0,100,76.9,23.08,0.4,5.9,5.5,894,7.1,1.64,30.8,28,0.02,9.11,8.07,2.22,0.32,37.34,3.46,0.2,0.22,96,1.54,57.3,1.05,4.5,0.02,2.66,6.33,3.51,80.82,9.29,4.06,1.47,5.5,1453,50.3,6.72,6.2,7.2,0.06,49.08,70.66,84.67,6.99,40.48,4.8,3.25,0.99,0.06,98.03,1.97,99.1,0.89
165,1561,3,1518,8,189.77,0.22,38,1.1,1.77,0.32,3,0.1,0.09,0.07,91.82,8.18,96,3.95,0.1,5,0.11,0.23,0.04,2.8,0.1,37.42,12.26,9.52,12.37,11.6,87.45,95.09,0.08,0.08,27.27,72.73,65.2,34.78,0.43,6.49,3.7,659,7.1,3.48,29.9,25.8,0.04,6.22,7.26,2.76,0.84,39.95,3.62,0.17,0.38,131,2.2,52.9,2.11,6,0.1,3.94,8.89,5.27,78.72,17.37,5.19,2.63,7.6,1584,51.7,8.14,5.67,6.5,0.12,52.42,71.59,82.45,8.07,31.08,3.74,2.1,0.9,0.3,98.26,1.74,96.3,3.69
166,1300,2,1268,7.33,172.92,0.56,39,1.13,1.78,0.29,2.9,0.12,0.14,0.07,87.61,12.39,96.1,3.93,0.22,8,0.15,0.24,0.05,2.7,0.12,35.98,18.96,12.66,12.86,16.11,88.32,96.07,0.12,0.09,20,80,62.5,37.5,0.46,5.88,6.1,847,5.5,3.84,30.2,25.1,0.06,4.85,9.76,2.26,1,48.28,3.99,0.23,0.58,119,2.28,55.4,1.26,5.1,0.04,2.48,7.36,5.02,77.47,10.82,4.36,0.84,19.4,1509,53.1,9.06,4.22,5.7,0.2,56.7,63.91,80.06,8.67,24.79,3.33,2.86,0.98,0.06,98.15,1.85,99.3,0.66
170,1314,3,1280,7.67,167,0.41,41,1.17,1.98,0.29,2.7,0.13,0.08,0.05,93.16,6.84,97.5,2.53,0.18,8,0.18,0.18,0.05,2.4,0.13,41.51,18.3,14.57,8.61,15.02,85.77,93.31,0.08,0.03,55.56,44.44,83.3,16.67,0.39,4.97,5.9,743,4.38,1.52,30.6,28.1,0.06,5.57,6.96,1.45,0.3,40.94,4.11,0.18,0.44,104,1.58,54.8,1.14,4.8,0.1,3.25,7.63,4.1,84.09,11.94,5.5,2.3,11,1499,50.4,7.48,5.02,6.6,0.3,49.66,67.11,79.87,7,32.1,4.62,4.22,0.59,0.05,98.83,1.17,99.3,0.67
166,475,2,464,5.67,81.87,0.18,40,1.17,2.13,0.21,2.8,0.07,0.1,0.05,91.45,8.55,97.7,2.35,0.08,3,0.16,0.15,0.03,2.6,0.06,39.23,7.28,12.92,6.65,14.85,87.57,87.96,0.08,0.06,50,50,60,40,0.06,0.28,3.8,705,7.4,2.02,29.8,27.2,0.04,1.21,1.11,0.39,0.06,8.7,0.59,0.04,0.38,115,2.4,51.4,1.34,5.5,0.1,6.96,10.42,7.24,85.21,22.53,6.92,5.48,5.3,1654,48.6,9,5.92,7.2,0.22,52.6,81.19,79.45,8.08,53.92,4.91,6.53,0.95,0.06,98.05,1.95,99.3,0.67
166,1546,2,1513,8,189.1,0.22,41,1.01,1.99,0.23,3.1,0.07,0.12,0.06,88.12,11.88,97,3.02,0.1,4,0.12,0.16,0.03,2.9,0.07,45.24,11.2,11.28,7.64,11.97,88.67,93.58,0.06,0.05,50,50,68.8,31.25,0.33,5.05,7.58,735,4,2.22,31.6,27,0.04,12.06,7.24,1.32,0.37,45.89,2.9,0.19,0.22,100,1.4,55.1,1.07,5.2,0.04,3.25,9.16,4.3,85.97,14.45,5.2,1.75,5.2,1542,52.7,7.52,4,6.3,0.2,39.45,72.4,83.09,6.02,27.69,3.23,4.48,1.16,0.06,97.8,2.2,99.2,0.8
165,1604,3,1563,7.33,213.13,0.23,33,1.02,1.85,0.24,3.2,0.04,0.21,0.11,79.41,20.59,94.1,5.95,0.14,6,0.2,0.2,0.07,3.1,0.04,56.99,17.2,18.66,10.29,26.56,89.83,91.59,0.16,0.13,20,80,35,65,0.19,2.96,2.05,709,15.5,2.07,28.4,24.9,0.02,1.66,4.05,2.88,0.21,22.43,1.44,0.09,0.5,118,1.38,49.4,1.1,5.3,0.06,6.38,10.61,4.04,79.68,13.68,4.82,4.31,4.9,1356,45.5,10.89,5.37,7.7,0.1,34.97,68.15,74.42,9.82,37.33,3.91,4.01,0.85,0.08,98.13,1.87,99.3,0.73
162,1605,2,1569,8,196.1,0.23,41,1.06,1.89,0.28,3,0.04,0.11,0.05,89.62,10.38,97.4,2.65,0.08,4,0.12,0.18,0.02,2.8,0.04,36.45,9.44,10.74,9.03,7.45,87.59,91.52,0.06,0.05,50,50,72.2,27.78,0.38,5.89,11.96,679,4.48,2.08,31.9,25.9,0.04,21.59,6.35,1.59,0.41,42.81,3.21,0.36,0.2,85,1.4,53.7,1.05,5.1,0.04,2.87,6.32,3.94,84.86,11.2,5.03,2.88,4.5,1731,49.1,5.95,5.97,7,0.12,39.09,77.89,83.73,5.69,38.54,4.17,5.23,0.5,0.05,98.98,1.02,99.2,0.84
168,1611,3,1570,8,196.23,0.22,38,0.98,1.87,0.25,3.2,0.04,0.12,0.05,87.76,12.24,97.3,2.67,0.1,4,0.11,0.2,0.03,3.1,0.04,41.88,10.37,10.66,10.16,12.92,89.35,90.15,0.08,0.06,27.27,72.73,70,30,0.37,5.81,7.41,945,7.4,2.81,30.9,24.6,0.04,12.1,9.55,2.8,0.56,45.77,2.76,0.35,0.4,121,1.88,50,1.43,5.7,0.08,5.62,10.52,6.11,85.15,18.22,5.51,6.05,6.3,1752,54.2,5.31,3.97,5.4,0.1,40.4,69.56,80.43,4.13,23.09,2.38,3.45,0.8,0.06,98.52,1.48,98.9,1.13
166,1493,2,1459,8,182.4,0.27,44,1.11,1.83,0.32,3.3,0.05,0.12,0.06,89.19,10.81,96.7,3.28,0.12,5,0.13,0.2,0.04,3.2,0.05,42.39,10.95,11.13,10.38,13.06,89.71,95.66,0.09,0.07,30.77,69.23,65,35,0.64,9.27,5.4,1038,12.3,3.3,29.4,22.2,0.02,12.75,15.19,7.04,1.15,58.34,4.16,0.26,0.37,150,2.6,53.1,1.36,4.7,0.02,4.01,10.07,6.82,84.51,12.38,4.04,1.17,7.6,1915,57.6,5.02,3.59,4.9,0.1,40.85,63.8,75.01,3.97,16.22,2.09,2.91,1.1,0.07,98.09,1.91,98.6,1.39
167,1281,2,1253,6,208.77,0.24,36,0.99,1.75,0.26,3.1,0.04,0.14,0.07,85.93,14.07,96,3.99,0.1,5,0.13,0.18,0.04,3,0.04,41.47,13.18,12.45,9.78,14.66,89.69,93.24,0.07,0.06,46.15,53.85,66.7,33.33,0.54,6.73,9,928,16.05,7,24.1,20.4,0.06,21.03,13.78,8.66,2.14,49.78,3.44,0.79,0.37,160,3.14,50.9,1.33,5.1,0.04,4.57,12.57,8.96,82.38,14.52,4.54,2.78,5.8,1675,53.3,7.66,4.19,5.7,0.1,32.94,60.47,69.92,5.7,21.04,2.33,3.19,1.13,0.07,97.88,2.12,99.1,0.91
166,1390,2,1363,7,194.71,0.2,28,0.75,1.45,0.2,2.7,0.05,0.15,0.09,80,20,93.8,6.21,0.11,8,0.13,0.25,0.03,2.6,0.05,66.5,25.71,16.72,16.63,15.91,90.55,95.28,0.11,0.1,15.38,84.62,60,40,0.46,6.22,4,1043,14.1,5.18,25.4,22.2,0.06,11.44,15.85,8.57,1.63,57.93,3.66,0.54,0.28,127,2.36,51.9,1.16,5.5,0.04,3.89,9.37,6.97,79.26,12.84,4.4,1.75,3.3,1675,57.8,4.1,3.03,4.4,0.14,18.18,49.06,67.74,2.49,13.32,1.4,2.43,1.01,0.03,98.25,1.75,99.3,0.73
164,1180,2,1156,5.67,203.98,0.1,47,0.9,1.45,0.29,2.9,0.03,0.08,0.04,91.11,8.89,97.2,2.76,0.04,4,0.08,0.1,0.02,2.6,0.03,41.91,7.52,8.49,6.59,7.9,86.55,85.57,0.04,0.06,50,50,40,60,0.55,6.36,1.4,640,6.18,7.4,29.9,24.3,0.02,8.45,6.94,3.78,2.81,56.75,4.66,0.33,0.35,205,3.28,45.8,1.85,6.8,0.12,10.55,11.09,10.01,86.79,17.53,6.51,9.85,3,3185,58.9,4.66,4.35,5.5,0.12,39.08,74.46,77.72,3.82,17.81,2.28,4.26,0.88,0.02,98.51,1.49,99.6,0.43
169,1611,2,1574,7.33,214.58,0.23,49,1,1.46,0.27,2.8,0.05,0.09,0.04,91,9,97.3,2.74,0.09,5,0.11,0.13,0.03,2.6,0.04,39.8,9.49,10.52,8.52,10.27,88.28,91.77,0.05,0.04,54.55,45.45,69.2,30.77,0.43,6.8,1.9,580,2.2,1.7,33,27.5,0.04,3.8,4.97,0.95,0.5,52.8,4.22,0.41,0.26,101,1.58,54.5,1.23,5.2,0.04,2.71,4.51,3.56,84.04,10.26,4.16,2.16,6.9,2425,50.5,6.02,4.28,5.6,0.14,53.69,81.02,84.97,6.94,26.67,3.35,5.65,0.78,0.04,98.46,1.54,99.3,0.66
