P80 (micras),TONS/DIA  HUMEDAS,% HUMEDAD,TONS/DIA  SECAS,HORAS,TONS/Hr  SECAS,Gcab-Au,Gcab-Ag,Gcab-Pb,Gcab-Zn,Gcab-Cu,Gcab-Fe,Gcab-As,Gcab-Pb ox,Gcab-Zn ox,Gcab-PbS,Gcab-PbO,Gcab-ZnS,Gcab-ZnO,GC-Au,GC-Ag,GC-Pb,GC-Zn,GC-Cu,GC-Fe,GC-As,R-Au,R-Ag,R-Pb,R-Zn,R-Cu,R-Fe,R-As,GC-Pb ox,GC-Zn ox,GC-PbS,GC-PbO,GC-ZnS,GC-ZnO,COMPOSITO DÍA,,Gcu-Au,Gcu-Ag,Gcu-Pb,Gcu-Zn,Gcu-Cu,Gcu-Fe,Gcu-As,Rcu-Au,Rcu-Ag,Rcu-Pb,Rcu-Zn,Rcu-Cu,Rcu-Fe,Rcu-As,GCzn-Au,GCzn-Ag,GCzn-Pb,GCzn-Zn,GCzn-Cu,GCzn-Fe,GCzn-As,Rzn-Au,Rzn-Ag,Rzn-Pb,Rzn-Zn,Rzn-Cu,Rzn-Fe,Rzn-As,GPb-Au,GPb-Ag,GPb-Pb,GPb-Zn,GPb-Cu,GPb-Fe,GPb-As,RPb-Au,RPb-Ag,RPb-Pb,RPb-Zn,RPb-Cu,RPb-Fe,RPb-As,GPb-Pb ox,GPb-Zn ox,GPb-PbS,GPb-PbO,GPb-ZnS,GPb-ZnO
180,1277,2,1246,7.33,169.87,0.18,38,0.81,1.76,0.26,3.1,0.03,0.08,0.05,90.12,9.88,97.2,2.84,0.09,4,0.06,0.16,0.03,2.9,0.03,43.53,8.38,7.07,8.67,11.74,88.12,89.39,0.06,0.06,0,100,62.5,37.5,0.49,6.05,3.95,867,10.3,3.1,29.1,25.6,0.04,9.73,9.26,6.18,0.86,54.37,3.96,0.61,0.32,141,2.64,53.8,1.48,5.6,0.02,4.57,8.72,9.17,86.03,16.02,5.02,1.76,6.3,2538,47.6,5.92,3.52,6.9,0.2,42.18,73.64,77.59,4.44,17.87,2.9,8.25,1.01,0.05,97.88,2.12,99.2,0.84
183,1502,2.43,1466,5,293.2,0.14,47,0.87,2.17,0.26,2.8,0.05,0.07,0.04,91.95,8.05,98.2,1.84,0.06,4,0.1,0.14,0.02,2.6,0.05,43.17,7.71,10.87,6.1,8.73,86.48,94.37,0.04,0.04,60,40,71.4,28.57,0.47,6.87,4.9,876,6.7,2.62,32.2,25.5,0.04,17.48,8.37,3.61,0.57,58.04,4.2,0.37,0.11,150,2.58,53.1,1.27,5.2,0.02,3.03,11.08,10.75,88.7,17.71,6.63,1.45,3.5,2621,47.7,7.38,2.96,5.6,0.14,36.32,72.85,74.77,4.64,15.53,2.69,3.81,0.71,0.02,98.51,1.49,99.7,0.27
166,1497,2,1467,8,183.34,0.14,28,0.72,1.79,0.19,2.8,0.03,0.12,0.06,83.33,16.67,96.6,3.35,0.06,4,0.18,0.27,0.05,2.6,0.03,45.7,14.2,24,14.5,24.8,89.6,92,0.11,0.06,38.89,61.11,77.8,22.22,0.25,3.74,3.5,722,2.16,5.55,30.6,28.9,0.02,7.07,6.79,0.76,0.79,41.02,2.64,0.16,0.21,89,1.58,54.2,0.81,5.8,0.04,4.45,8.78,5.86,80.91,11.39,5.56,3.41,5.4,1906,50,6.82,4.34,6.2,0.14,42.77,70.25,69.35,3.81,22.81,2.22,4.46,0.78,0.04,98.44,1.56,99.4,0.59
168,1680,2,1648,8,206.04,0.19,31,0.8,1.7,0.18,2.8,0.03,0.11,0.05,86.25,13.75,97.1,2.94,0.09,7,0.08,0.19,0.05,2.5,0.02,49.8,21.3,9.6,10.7,25.6,88.4,86.5,0.07,0.05,12.5,87.5,73.7,26.32,0.18,2.95,3.9,871,6.28,5.42,27.6,24.5,0.06,4.04,4.95,1.41,0.57,27.49,1.62,0.49,0.48,127,2.94,50.9,1.14,7.1,0.06,7.69,11.17,10.2,83.09,17.58,7.27,7.52,5.5,1633,52.1,7.9,4.37,6,0.1,38.45,62.62,78.81,5.62,29.38,2.68,5.46,0.82,0.04,98.43,1.57,99.5,0.51
165,1688,2,1655,7,236.42,0.2,38,0.77,1.93,0.21,2.8,0.03,0.13,0.04,83.12,16.88,97.9,2.07,0.1,8,0.1,0.2,0.1,2.6,0,48.4,20.2,16.1,8.9,22.7,87.8,90.8,0.09,0.05,30.77,69.23,72.2,27.78,0.28,4.65,6.9,736,5.72,4.51,27.1,25.1,0.06,9.84,5.48,2.09,0.66,36.25,2.5,0.54,0.45,125,2.16,51.5,1.02,6.1,0.04,7.41,10.75,9.1,86.56,15.76,7.01,4.12,5.7,2020,47.2,6.34,4.48,6.4,0.12,34.35,63.55,72.73,3.9,25.31,2.69,4.52,0.61,0.06,98.71,1.29,99.1,0.95
167,1519,2,1489,8,186.1,0.15,37,0.95,1.88,0.22,3,0.03,0.08,0.06,91.58,8.42,96.8,3.19,0.07,5,0.11,0.17,0.05,2.6,0.03,39.5,11.42,11.02,8.61,20.77,86.89,89.61,0.07,0.05,36.36,63.64,70.6,29.41,0.29,4.3,3.55,803,8.78,4.89,26.7,26.2,0.02,6.09,5.57,2.67,0.75,35.09,2.66,0.18,0.4,181,3.58,50.4,1.34,6.9,0.06,7.56,13.85,12.02,85.51,19.43,7.73,6.01,5.9,2153,52.7,7.2,4.06,5.8,0.1,46.84,69.16,74.29,5.13,24.71,2.73,4.2,0.77,0.04,98.54,1.46,99.4,0.56
172,1571,2,1541,8,192.64,0.22,40,0.94,1.82,0.18,2.9,0.04,0.07,0.05,92.55,7.45,97.3,2.75,0.11,7,0.1,0.15,0.04,2.6,0.04,49.77,17.17,10.15,7.86,19.61,88.6,92.76,0.06,0.04,40,60,73.3,26.67,0.21,3.26,6.8,830,2.22,3.78,29.6,28.4,0.04,6.82,4.51,0.5,0.44,34.76,2.14,0.21,0.32,124,2.58,53,0.96,6.1,0.04,4.55,9.55,8.22,87.25,15.98,6.53,2.91,5.8,1894,54,5.74,3.78,5.4,0.12,38.86,68.77,81.13,4.45,29.66,2.72,4.12,0.78,0.03,98.56,1.44,99.5,0.52
170,1602,2,1570,8,196.27,0.16,33,0.89,1.74,0.19,3,0.02,0.07,0.07,92.13,7.87,96,4.02,0.08,6,0.08,0.12,0.05,2.8,0.02,47.08,16.2,8.6,6.59,22.65,90.33,89.89,0.06,0.06,25,75,50,50,0.08,1.2,4.3,717,3.4,4.7,31.1,25.4,0.02,2.02,1.54,0.29,0.21,12.46,0.65,0.08,0.24,116,2.7,54.3,1.01,5.6,0.02,4.2,9.31,8.62,88.7,15.11,5.37,2.81,5.2,1770,50.3,5.36,6.48,7.4,0.1,46.71,72.95,82.49,4.5,49.78,3.64,7.22,1.31,0.03,97.4,2.6,99.4,0.56
166,1565,2,1536,8,191.95,0.12,36,0.84,1.8,0.21,3,0.02,0.06,0.04,92.86,7.14,97.8,2.22,0.04,4,0.08,0.17,0.04,2.7,0.02,31.68,11.73,9.08,9.01,16.35,87,86.74,0.06,0.06,25,75,64.7,35.29,0.29,4.39,1.4,604,1.8,1.94,31.6,27.8,0.04,3.32,5.3,0.61,0.31,43,2.68,0.52,0.34,122,2.28,51.3,0.95,7.2,0.04,8.47,11.25,8.15,85.52,13.58,7.3,5.46,5.1,1748,51.7,6.96,4.26,6.7,0.12,56.53,71.72,82.16,5.16,27.08,3.02,7.28,0.56,0.03,98.92,1.08,99.6,0.43
164,1600,2,1570,8,196.23,0.13,40,1.26,2.18,0.24,2.9,0.03,0.08,0.03,93.65,6.35,98.6,1.38,0.04,4,0.15,0.23,0.03,2.6,0.03,29.45,9.82,11.2,9.93,13.33,84.77,88.83,0.06,0.04,60,40,82.6,17.39,0.21,3.32,1.2,687,2,2.08,31.6,28.4,0.02,1.98,3.79,0.34,0.2,27.83,2.08,0.13,0.21,74,1.88,50.5,0.78,6.2,0.04,5.98,7.03,5.43,84.34,11.83,7.82,4.58,3.9,1482,51,5.88,5.5,7.5,0.1,62.59,79.35,83.03,5.53,47.01,5.33,6.46,0.56,0.02,98.9,1.1,99.7,0.34
166,1607,2,1578,8,197.22,0.22,45,1.16,2.02,0.24,3.2,0.04,0.05,0.05,95.69,4.31,97.5,2.48,0.1,5,0.07,0.15,0.04,3,0.04,46.09,10.96,5.7,7.01,17.09,87.57,91.19,0.04,0.04,42.86,57.14,73.3,26.67,0.36,5.6,3.2,774,2.56,2.8,30.8,25.8,0.04,5.55,6.38,0.78,0.49,46.04,2.83,0.34,0.29,150,2.88,51.4,0.98,6,0.04,4.85,11.91,8.5,87.11,14.12,6.35,3.31,5,1710,55.3,6.1,3.03,5.9,0.12,43.52,70.75,85.02,5.39,22.75,3.25,5.17,0.67,0.03,98.79,1.21,99.5,0.49
161,1600,2,1568,7.33,213.8,0.18,51,1.24,2.05,0.3,3,0.12,0.08,0.03,93.55,6.45,98.5,1.46,0.05,4,0.12,0.13,0.04,2.7,0.01,27.46,6.56,9.12,5.98,13.51,85.23,77.24,0.05,0.04,58.33,41.67,69.2,30.77,0.49,7.62,2.3,641,2.46,1.96,30.8,27.6,0.02,6.51,5.42,0.96,0.46,49.88,4.49,0.8,0.18,144,2.62,54.2,0.9,5.3,0.02,3.42,8.18,6.9,86.3,9.79,5.8,5.35,5.3,2265,50.8,7.34,3.97,6.6,0.1,62.6,79.85,83.02,7.26,26.82,4.48,16.61,0.45,0.02,99.11,0.89,99.7,0.27
160,468,2,459,6.33,72.46,0.21,48.2,1.13,2.19,0.23,2.9,0.01,0.08,0.04,92.89,7.11,98.2,1.83,0.03,4,0.15,0.13,0.04,2.6,0.01,12.47,8.28,12.58,5.6,17.64,86.25,74.45,0.09,0.05,40,60,61.5,38.46,0.33,1.52,0.9,553,1.58,2.64,30.8,28.2,0.04,1.31,4.02,0.47,0.4,44.35,3.28,1.05,0.42,175,2.36,53,0.98,5.1,0.02,6.65,13.8,7.54,87.04,15.32,6.45,5.67,10.6,1977,52.4,8.94,3.06,6.7,0.14,79.57,73.91,79.41,6.96,22.68,4.02,18.83,0.78,0.04,98.51,1.49,99.6,0.45
165,1635,3,1594,8,199.25,0.12,46,1.04,1.96,0.25,3,0.02,0.08,0.06,92.31,7.69,96.9,3.06,0.03,8,0.06,0.15,0.04,2.8,0.02,21.37,16.68,5.45,7.23,13.23,86.42,86.62,0.06,0.04,0,100,73.3,26.67,0.4,6.34,1.8,703,3.74,1.68,30.3,28.8,0.04,5.4,6.17,1.43,0.34,48.2,3.74,0.73,0.28,114,2.16,51.2,0.95,5.3,0.04,7,8.34,6.89,86.63,12.6,5.74,6.08,4.9,1739,50,6.34,3.62,7,0.08,66.24,68.81,86.23,5.8,25.97,4.1,6.58,0.74,0.03,98.52,1.48,99.5,0.47
169,1639,2,1602,8,200.3,0.24,27,1.07,2.06,0.11,2.6,0.03,0.06,0.04,94.39,5.61,98.1,1.94,0.09,4,0.21,0.24,0.02,2.5,0.03,46.95,14.1,18.69,11.1,19.05,89.34,91.52,0.06,0.04,71.43,28.57,83.3,16.67,0.11,1.78,7.33,854,4.78,3.16,30,27.4,0.04,4.45,3.5,0.5,0.17,30.24,1.14,0.14,0.24,84,2.3,53.5,0.8,5.9,0.02,4.26,10.07,6.96,84.11,23.55,7.17,2.07,5.8,1400,56.6,6.82,2.14,4.5,0.14,44.34,72.33,73.85,4.62,27.16,2.36,6.26,1.04,0.05,98.16,1.84,99.3,0.73
172,1521,2,1488,7.67,194.02,0.2,34,0.95,1.89,0.17,3.1,0.03,0.16,0.07,83.16,16.84,96.3,3.7,0.09,8,0.11,0.26,0.05,2.9,0.03,38.94,22.77,11.04,13.12,28.05,90.55,91.07,0.15,0.08,-36.36,136.36,69.2,30.77,0.18,2.68,14.7,1005,13,9.82,23.9,20.3,0.04,12.01,5.4,2.46,0.94,25.32,1.2,0.23,0.84,169,4.04,47.8,1.16,5.8,0.04,12.51,16.55,13.96,83,22.39,6.23,4.18,6.8,1564,58.2,4.7,3.48,5.2,0.12,36.53,55.27,72.54,2.94,24.24,2.02,4.52,0.82,0.04,98.59,1.41,99.1,0.85
163,1604,2,1567,8,195.89,0.14,40,1.04,2.05,0.2,2.8,0.02,0.09,0.05,91.35,8.65,97.6,2.44,0.04,5,0.1,0.13,0.02,2.5,0.02,25,11.68,9.1,6,10.42,86.63,90.03,0.04,0.03,60,40,76.9,23.08,0.28,4.4,7.1,736,2.82,2.3,30.4,28.5,0.04,13.17,5.1,0.76,0.32,42.71,2.93,0.53,0.12,126,2.36,53.3,0.94,5.8,0.02,2.7,10.58,7.72,88.49,16,7.22,3.24,5.5,1807,52.6,6.53,3.79,5.4,0.08,59.14,72.64,82.41,5.19,30.88,3.22,6.2,0.55,0.03,98.95,1.05,99.5,0.46
167,1636,0,1605,8,200.57,0.28,49,1.09,1.87,0.25,3,0.03,0.08,0.08,92.66,7.34,95.7,4.28,0.1,7,0.09,0.22,0.06,2.9,0.03,34.37,13.34,7.84,11.17,21.26,88.76,90.37,0.07,0.08,22.22,77.78,63.6,36.36,0.27,4.4,2.5,629,2.78,2.63,31.3,25.1,0.04,2.48,3.46,0.7,0.39,34.34,2.22,0.35,0.39,162,2.42,50.1,1.26,5.9,0.04,4.42,10.18,6.95,83.82,15.77,5.95,3.97,9.7,2175,55.1,5.17,4.28,5.7,0.1,58.73,73.02,84.52,4.62,28.62,3.07,5.31,1.04,0.04,98.11,1.89,99.2,0.77
163,1625,2,1587,6.67,238.02,0.12,49,1.02,2.09,0.24,3,0.04,0.1,0.05,90.2,9.8,97.6,2.39,0.06,6,0.12,0.19,0.04,2.7,0.04,39.94,11.54,11.14,8.61,13.81,87.44,91.24,0.05,0.05,58.33,41.67,73.7,26.32,0.41,6.44,1.47,688,3.4,1.82,32.1,27.2,0.04,4.19,5.67,1.35,0.35,54.26,3.77,0.39,0.15,85,0.98,53.7,1.07,5.5,0.04,3.56,5.82,3.24,86.65,15.04,6.34,3.25,4.9,2495,56.6,6.04,2.67,4.7,0.14,52.31,76.96,84.27,4.39,16.89,2.44,5.12,0.86,0.03,98.48,1.52,99.5,0.5
163,810,2,792,6.67,118.87,0.19,45,1.08,2.29,0.15,2.5,0.05,0.11,0.05,89.81,10.19,97.8,2.18,0.05,5,0.14,0.21,0.03,2.2,0.04,23.74,10.27,12.24,8.66,16.37,84.49,84.46,0.05,0.04,64.29,35.71,81,19.05,0.06,0.51,3.3,939,15.36,4.06,25.2,23.9,0.06,1.07,1.32,0.92,0.11,10.86,0.63,0.09,0.31,120,2.1,53.5,1.19,5.9,0.06,5.42,9.08,6.76,81.23,27.58,8.34,4.66,6.9,1813,43,11.38,3.37,8,0.24,69.77,79.33,80.08,9.99,45.19,6.54,10.79,1.09,0.04,97.47,2.53,99.6,0.35
165,1672,2,1638,4,409.49,0.35,40.1,0.92,1.88,0.22,3.1,0.02,0.13,0.09,85.87,14.13,95.2,4.79,0.14,8,0.14,0.4,0.07,3,0.02,45.09,19.64,14.55,20.34,30.42,90.23,85.75,0.1,0.08,28.57,71.43,80,20,0.19,3.04,5.9,794,3.94,4.32,30.1,26.9,0.02,3.69,3.78,0.79,0.43,25.37,1.57,0.17,0.62,140,2.12,48.7,1.33,6.3,0.06,5.57,9.59,6.15,69.14,16.14,5.29,7.18,8.8,1694,46.9,12.32,4.01,6,0.1,45.65,66.99,78.51,10.09,28.07,2.91,6.91,1.21,0.06,97.42,2.58,99.5,0.49
162,1619,2,1587,8,198.35,0.24,36.9,1.2,2.24,0.16,3.3,0.03,0.08,0.04,93.33,6.67,98.2,1.79,0.13,6,0.15,0.25,0.03,3.1,0.03,56.18,16.87,11.8,10.54,19.47,89.35,90.59,0.06,0.04,60,40,84,16,0.13,2.02,3.4,800,7.22,2.36,29.4,26.3,0.04,1.98,3.04,0.77,0.13,23.42,1.02,0.16,0.34,112,1.68,51.2,1.02,6.3,0.04,5.8,12.44,5.22,85.22,23.77,7.17,4.77,4.5,1299,56.4,5.26,3.05,4.6,0.08,36.04,67.66,82.21,4.11,33.34,2.46,4.48,0.79,0.02,98.6,1.4,99.6,0.38
166,1622,2,1590,8,198.76,0.2,34.4,1.36,2.15,0.17,3.1,0.02,0.1,0.06,92.65,7.35,97.2,2.79,0.06,6,0.15,0.18,0.03,2.9,0.02,35.02,14.61,10.4,7.89,18.85,88.7,81.58,0.08,0.05,46.67,53.33,72.2,27.78,0.17,2.74,3.5,877,5.26,2.34,30.9,27.6,0.02,3.74,3.9,0.67,0.19,31.34,1.54,0.15,0.25,142,3.18,51.4,1.02,5.2,0.04,5.5,13.03,8.31,84.96,21.32,6,6.15,4.5,1325,54.8,7.48,2.42,5.8,0.14,55.75,68.46,80.63,6.96,28.48,3.77,12.12,1.07,0.05,98.05,1.95,99.3,0.67
166,1642,2,1611,7.33,219.71,0.17,39.8,1.26,2.34,0.2,3,0.02,0.11,0.06,91.27,8.73,97.4,2.56,0.09,5,0.15,0.17,0.04,2.8,0.02,46.19,12.28,11.18,6.83,17.85,87.28,84.21,0.1,0.05,33.33,66.67,70.6,29.41,0.21,3.38,4.7,763,4.88,4.32,28.9,26.8,0.04,5.39,4.19,0.81,0.39,30.34,1.87,0.38,0.33,154,3.94,50.2,1.05,5.6,0.04,7.21,16.1,12.5,85.79,20.99,7.43,7.17,4.1,1402,51.7,8.9,3.35,5.6,0.1,41.21,67.43,75.5,7,30.82,3.42,8.25,1.37,0.04,97.35,2.65,99.6,0.45
172,1650,2,1615,8,201.9,0.15,41.2,1.09,2.05,0.22,2.9,0.04,0.14,0.08,87.16,12.84,96.1,3.9,0.09,6,0.09,0.34,0.05,2.7,0.04,34.89,12.46,7.85,15.77,21.58,87.66,86.35,0.11,0.07,-22.22,122.22,79.4,20.59,0.22,3.59,2.7,480,2.04,13.8,25.6,24.8,0.06,2.45,2.33,0.42,1.5,25.86,1.88,0.3,0.45,174,2.84,50.8,1.19,5.8,0.06,5.16,10.7,7.33,69.73,15.2,5.57,3.83,7.4,1790,48.3,14,4.32,7.5,0.22,57.49,74.5,84.4,13.01,37.36,4.88,9.52,1.32,0.04,97.27,2.73,99.7,0.29
169,1604,2,1576,8,197.05,0.18,35.8,0.84,1.73,0.29,3.2,0.03,0.16,0.09,80.95,19.05,94.8,5.2,0.13,6,0.16,0.21,0.06,3,0.03,59.98,16.22,18.23,11.62,20.79,89.15,91.48,0.15,0.09,6.25,93.75,57.1,42.86,0.49,7.69,3.1,540,1.44,1.77,32.5,27.4, ,7.29,7.44,0.84,0.5,54.68,4.15, ,0.27,171,3.08,53,1.16,5.2,0.02,3.59,13.33,10.12,84.58,11.04,4.46,1.76,5.7,2104,56.1,5.39,3.69,6.8,0.2,29.14,63.01,70.81,3.3,13.49,2.24,6.76,1.29,0.05,97.7,2.3,99.1,0.93
165,1647,2,1614,8,201.71,0.19,43.6,0.93,1.85,0.29,3.5,0.04,0.24,0.12,74.19,25.81,93.5,6.49,0.12,10,0.13,0.24,0.04,3.3,0.04,49.31,18.09,13.29,12.18,11.8,87.55,90.86,0.13,0.09,0,100,62,37.96,0.46,7.49,0.65,506,0.68,1,33.8,28.6,0.02,1.3,4.47,0.34,0.25,54.06,3.7,0.22,0.35,225,3.18,48.3,1.64,6.8,0.06,4.8,13.58,10.84,82.77,17.93,6.02,4.55,7.9,2570,53.8,6.8,3.6,7.5,0.14,44.59,63.86,75.53,4.8,16.21,2.73,4.37,0.99,0.03,98.16,1.84,99.6,0.44
170,1295,2,1267,6.67,190.06,0.2,36.9,0.85,1.67,0.25,3,0.03,0.05,0.03,94.12,5.88,98.2,1.8,0.04,5,0.1,0.14,0.02,2.8,0.03,28.75,13.25,11.21,8.01,8.39,87.09,86.84,0.04,0.04,60,40,71.4,28.57,0.47,5.93,3.6,610,4,1.16,32.3,27.5,0.02,12.7,7.94,2.2,0.33,60.47,4.2,0.28,0.23,115,2.38,50.4,1.06,6.5,0.06,4.84,8.92,7.81,84.4,11.83,5.92,5.08,5,1764,47,8.5,3.39,6,0.18,53.71,69.89,78.77,7.27,19.32,2.79,7.79,0.98,0.05,97.91,2.09,99.4,0.59
170,1273,2,1252,6.67,187.83,0.33,58,1.24,2.32,0.39,3.5,0.02,0.09,0.06,92.74,7.26,97.4,2.59,0.05,7,0.08,0.16,0.05,3.2,0.02,17.35,11.85,6.02,6.44,11.97,84.65,81.62,0.07,0.05,12.5,87.5,68.8,31.25,0.64,7.97,6.6,671,4.3,4.49,30.6,25.6,0.02,15.61,7.74,2.21,1.23,49.92,4.61,0.56,0.26,175,3.8,51.4,1.21,5.9,0.04,3.76,12.35,11.93,86.21,12.07,6.5,6.8,8.1,1785,47.1,6.75,4.83,7.1,0.12,63.28,68.05,79.84,6.12,26.03,4.23,11.02,1.12,0.04,97.62,2.38,99.4,0.59
171,1634,2,1601,8,200.15,0.18,46,1.25,2,0.27,3.2,0.03,0.14,0.09,88.8,11.2,95.5,4.5,0.09,7,0.17,0.22,0.05,3,0.03,38.52,12.8,12.8,10.4,16.4,87.6,89.2,0.11,0.1,35.29,64.71,54.5,45.45,0.26,4.13,3.2,575,3.02,2.12,32.1,28.7,0.02,3.74,2.87,0.62,0.27,30.68,2.29,0.16,0.28,168,2.9,49.3,1.13,5.8,0.04,4.17,10.67,7.62,80.97,13.75,5.9,4.14,5.7,1840,47.6,8.08,5.1,6.5,0.1,53.57,73.7,78.92,8.37,39.15,4.17,6.53,0.91,0.05,98.09,1.91,99.4,0.62
170,1572,2,1537,8,192.15,0.13,39,0.94,1.8,0.24,3.1,0.03,0.12,0.07,87.27,12.73,96.1,3.89,0.1,6,0.2,0.2,0,2.9,0,46.4,15.1,18.2,12.2,17.1,89.3,92.5,0.11,0.07,38.89,61.11,69.6,30.43,0.38,5.84,4.7,762,3.12,2.26,32.5,26.5,0.02,14.49,7.62,1.26,0.48,51.43,3.25,0.25,0.17,118,2.18,51.5,1,5.5,0.04,3.93,8.84,6.58,81.44,11.86,5.05,3.68,3.1,1861,49.9,7.59,3.37,5.4,0.08,35.15,68.47,73.95,5.89,19.62,2.43,3.61,0.8,0.05,98.4,1.6,99.3,0.66
168,1665,2,1629,8,203.69,0.18,40,1.05,2.03,0.21,3.1,0.03,0.19,0.1,81.9,18.1,95.1,4.93,0.1,7.5,0.15,0.2,0.05,2.9,0.03,57.5,17.84,13.58,9.36,20.81,90.07,93.08,0.14,0.13,6.67,93.33,35,65,0.28,4.61,2.1,772,4.44,2.2,31.4,26.7,0.02,3.59,5.47,1.2,0.31,41.38,2.47,0.18,0.24,174,2.98,53.5,1.17,4.8,0.02,4.73,14.18,9.24,85.84,17.75,5.11,2.13,4,1769,56.5,6.46,3.05,5.1,0.1,34.17,62.51,75.98,4.49,20.06,2.35,4.61,1.21,0.06,97.86,2.14,99.1,0.93
172,1625,2,1587,8,198.43,0.12,36,0.93,2.08,0.2,3,0.07,0.09,0.06,90.32,9.68,97.1,2.88,0.05,5,0.13,0.22,0.03,2.7,0.07,40.53,12.71,13.23,10.01,13.72,84.82,90.08,0.07,0.06,46.15,53.85,72.7,27.27,0.25,3.96,2.9,670,3.36,2.18,30.8,27.4,0.04,6.2,4.49,0.9,0.26,38.43,2.27,0.14,0.34,102,1.9,46.9,0.96,8.3,0.14,10.56,9.94,7.41,81.79,17.41,10,6.91,3.3,1794,48.3,10.94,4.03,5.8,0.14,42.71,72.85,78.46,7.95,30.44,2.91,2.88,0.56,0.03,98.84,1.16,99.7,0.27
169,1591,2,1554,8,194.3,0.13,36,0.99,2.42,0.21,3.2,0.05,0.1,0.07,89.9,10.1,96.9,3.06,0.06,6,0.15,0.27,0.04,2.9,0.05,47.94,16.34,14.28,10.52,16.61,86.37,89.46,0.09,0.07,40,60,74.1,25.93,0.14,2.11,1.6,615,2.06,1.56,33,27.9,0.02,1.84,2.42,0.28,0.09,21.37,1.2,0.05,0.22,98,1.7,50.6,0.91,6.7,0.08,7.27,11.04,6.69,81.52,16.89,8.25,5.92,2.95,1415,45.4,11.1,5.52,7.7,0.14,42.94,70.2,78.74,7.88,45.13,4.18,4.56,0.98,0.04,97.84,2.16,99.6,0.36
167,1583,2,1548,8,193.5,0.11,30,0.77,2.06,0.22,3.1,0.04,0.06,0.04,92.21,7.79,98.1,1.94,0.04,5,0.12,0.21,0.03,2.8,0.04,38.91,15.13,14.79,9.67,13.8,86.09,92.52,0.05,0.04,58.33,41.67,81,19.05,0.23,3.55,2.3,842,13.3,1.84,28.1,26.1,0.04,5.41,6.16,3.96,0.2,29.31,1.94,0.22,0.21,82,1.4,50.2,0.79,7.2,0.04,7.3,8.86,6.16,82.6,12.17,7.91,3.3,3.2,1486,39.2,10.5,6.67,8.5,0.11,48.38,69.86,75.08,7.52,44.71,4.06,3.95,0.64,0.03,98.37,1.63,99.7,0.29
176,1578,2,1544,6,257.35,0.08,29,0.79,1.88,0.18,3,0.04,0.09,0.06,88.61,11.39,96.8,3.19,0.06,6,0.13,0.19,0.04,2.9,0.04,71.35,19.58,15.44,9.42,18.63,90.45,96.19,0.07,0.06,45.11,54.89,67.6,32.4,0.25,3.9,1.6,741,3.28,2,32.6,28.2,0.02,5.02,6.38,1.05,0.27,44.54,2.32,0.13,0.13,108,2.16,53.6,0.89,5.4,0.02,4.89,11.15,8.27,86.28,14.57,5.33,1.52,1.4,1712,55.2,7.04,3.82,5.4,0.08,18.74,62.89,75.24,4.03,22.26,1.9,2.17,0.72,0.02,98.7,1.3,99.7,0.28
171,1527,2,1491,7.67,194.52,0.18,41,1.09,1.79,0.33,3.7,0.03,0.16,0.1,85.32,14.68,94.4,5.59,0.08,7,0.21,0.31,0.06,3.4,0.03,46.29,16.77,18.35,16.5,17.32,88.07,91.4,0.13,0.11,38.1,61.9,64.5,35.48,0.39,5.84,1.8,592,2.14,2.08,32.2,29,0.02,4.28,5.83,0.77,0.46,38.24,3.09,0.25,0.31,127,2.36,49.5,1.17,7.2,0.06,5.07,8.6,5.83,74.48,9.55,5.27,5.17,4.4,1649,49.3,9.24,6.94,7.9,0.06,44.35,68.8,75.05,8.57,34.89,3.56,3.18,0.81,0.04,98.36,1.64,99.6,0.43
171,801,2,785,6.33,124,0.18,35.6,1.23,2.32,0.19,3.3,0.04,0.18,0.11,85.37,14.63,95.3,4.74,0.1,3,0.17,0.15,0.04,3.2,0.04,49.59,7.8,13.05,6.1,20.37,89.72,92.23,0.1,0.1,41.18,58.82,33.3,66.67,0.19,1.49,2.4,800,2.9,3.58,32.1,27.9,0.04,2.39,4.18,0.45,0.29,32.07,1.57,0.19,0.3,119,1.78,53.2,1.05,5.7,0.04,6.07,12.63,5.57,88.33,21.29,6.52,3.76,5.1,1748,63.6,7.82,3.19,4.7,0.1,41.94,75.38,80.93,5.28,26.28,2.19,3.82,1.44,0.04,97.74,2.26,99.5,0.51
